code,language,region,quoteType,triggerable,currency,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,tradeable,priceHint,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChange,regularMarketChangePercent,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,firstTradeDateMilliseconds,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,price,dividendDate
2288.HK,en-US,US,EQUITY,False,HKD,477447008.0,2.878,0.48985714,-0.014857143,-0.030329542,0.5957394,-0.12073943,-0.20267154,226787328.0,,0.16504517,15,0,False,3,HKG,RYKADAN CAPITAL,Rykadan Capital Limited,finmb_61745516,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589439684,0.475,0.485,0.47 - 0.485,0.47,1250818200000.0,13000.0,0.475,0.46,0.475,0.0,0.0,HKSE,HKD,0.47,46671.0,21500.0,0.030000001,0.06741574,0.445 - 0.82,-0.345,-0.42073172,0.445,0.82,,,,0.06,0.6874096,0.12631579,PREPRE,0.691,,0.475,
2289.HK,en-US,US,EQUITY,False,HKD,28000000.0,0.676,6.904,-0.4039998,-0.058516774,7.2592254,-0.75922537,-0.10458766,703052992.0,,9.615385,15,0,False,3,HKG,CHARMACY PHAR,"Charmacy Pharmaceutical Co., Ltd.",finmb_318304046,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.17000008,-2.5487268,1589787743,6.5,6.67,6.5 - 6.67,6.5,1450056600000.0,2500.0,6.67,4.48,6.67,0.0,0.0,HKSE,CNY,6.67,1015.0,166.0,0.01999998,0.0030864167,6.48 - 7.8,-1.3000002,-0.16666669,6.48,7.8,1553525940.0,1553525940.0,1553525940.0,0.03,,0.004497751,PREPRE,,,6.5,
2293.HK,en-US,US,EQUITY,False,HKD,400000000.0,0.371,1.0802857,-0.08028567,-0.07431892,1.0623591,-0.062359095,-0.0586987,400000000.0,,2.695418,15,0,False,3,HKG,BAMBOOSHEALTH,Bamboos Health Care Holdings Limited,finmb_266845594,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.00999999,-0.99009806,1589770822,1.0,1.0,0.98 - 1.0,0.98,1404783000000.0,112000.0,1.01,0.98,1.0,0.0,0.0,HKSE,HKD,0.99,54750.0,0.0,0.110000014,0.12359552,0.89 - 1.41,-0.40999997,-0.29078013,0.89,1.41,1551369540.0,1551369540.0,1551369540.0,0.075,,0.074257426,PREPRE,,,1.0,
2298.HK,en-US,US,EQUITY,False,HKD,2249459968.0,0.263,0.9768571,-0.016857147,-0.017256513,1.0337324,-0.073732436,-0.07132642,2159481600.0,4.7999997,3.6501899,15,0,False,3,HKG,COSMO LADY,Cosmo Lady (China) Holdings Company Limited,finmb_264672551,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.01000005,-1.030933,1589530081,0.96,0.97,0.91 - 0.97,0.91,1403746200000.0,164000.0,0.97,0.93,0.96,0.0,0.0,HKSE,CNY,0.97,795969.0,691333.0,0.28999996,0.43283576,0.67 - 2.29,-1.3299999,-0.580786,0.67,2.29,1553698740.0,1553698740.0,1553698740.0,0.008,5.1827455,0.008247423,PREPRE,0.18523,0.2,0.96,
2299.HK,en-US,US,EQUITY,False,HKD,2122099968.0,0.405,4.9348574,-0.094857216,-0.019221876,5.1466904,-0.30669022,-0.059589792,10270963712.0,,11.950618,15,0,False,3,HKG,BILLION IND,Billion Industrial Holdings Limited,finmb_131354606,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.19000006,-3.777337,1589779698,4.84,5.12,4.84 - 5.12,4.84,1305682200000.0,10000.0,5.03,4.83,4.84,0.0,0.0,HKSE,CNY,5.12,8773.0,4333.0,1.3900001,0.40289858,3.45 - 14.92,-10.08,-0.6756032,3.45,14.92,1551369540.0,1551369540.0,1551369540.0,0.016,10.827741,0.0031809146,PREPRE,0.447,,4.84,
2300.HK,en-US,US,EQUITY,False,HKD,929046976.0,4.036,1.4502857,-0.010285616,-0.007092131,1.7893662,-0.3493662,-0.19524577,1337827712.0,,0.35678893,15,0,False,3,HKG,AMVIG HOLDINGS,AMVIG Holdings Limited,finmb_9794129,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589789320,1.44,1.44,1.43 - 1.44,1.43,1080264600000.0,210000.0,1.44,1.43,1.44,0.0,0.0,HKSE,HKD,1.44,450277.0,212000.0,0.05000007,0.035971276,1.39 - 2.07,-0.6299999,-0.30434778,1.39,2.07,1552661940.0,1552661940.0,1552661940.0,0.135,4.272997,0.09375,PREPRE,0.337,,1.44,
2302.HK,en-US,US,EQUITY,False,HKD,489168000.0,1.067,2.3397143,-0.14971423,-0.06398825,2.712324,-0.52232385,-0.19257429,1071277952.0,,2.0524836,15,0,False,3,HKG,CNNC INT'L,CNNC International Limited,finmb_8084623,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.049999952,2.3364463,1589529554,2.19,2.2,2.12 - 2.2,2.12,1041816600000.0,23000.0,2.14,2.1,2.19,0.0,0.0,HKSE,HKD,2.18,57543.0,7833.0,0.07000017,0.03301895,2.12 - 3.05,-0.8599999,-0.2819672,2.12,3.05,1552661940.0,1552661940.0,1552661940.0,,2190.0,,PREPRE,0.001,,2.19,
2303.HK,en-US,US,EQUITY,False,HKD,925000000.0,0.13,2.29,0.29999995,0.13100435,2.9232395,-0.33323956,-0.11399667,2395749888.0,,19.923077,15,0,False,3,HKG,HENGXING GOLD,Hengxing Gold Holding Company Limited,finmb_264066487,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.17999983,7.468872,1589789320,2.59,2.59,2.41 - 2.59,2.41,1401327000000.0,2888000.0,2.41,2.59,2.59,0.0,0.0,HKSE,CNY,2.5,1331140.0,699666.0,1.41,1.1949153,1.18 - 7.97,-5.38,-0.6750314,1.18,7.97,1553871540.0,1553871540.0,1553871540.0,0.02,8.308898,0.008298755,PREPRE,0.311714,,2.59,
2307.HK,en-US,US,EQUITY,False,HKD,869918976.0,2.288,0.45285714,-0.02285713,-0.050473157,0.48619717,-0.056197166,-0.11558513,374065152.0,,0.18793705,15,0,False,3,HKG,KAM HING INT'L,Kam Hing International Holdings Limited,finmb_11686741,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589778003,0.43,0.43,0.425 - 0.43,0.425,1095903000000.0,34000.0,0.43,0.43,0.44,0.0,0.0,HKSE,HKD,0.425,30531.0,5000.0,0.030000001,0.075,0.4 - 0.82,-0.39,-0.47560975,0.4,0.82,1553785140.0,1553785140.0,1553785140.0,0.015,6.2318845,0.03488372,PREPRE,0.069,,0.43,
2308.HK,en-US,US,EQUITY,False,HKD,308352000.0,0.258,0.7271429,0.03285712,0.04518661,0.79309857,-0.03309858,-0.041733246,937186368.0,,2.9457366,15,0,False,3,HKG,EVOC,EVOC Intelligent Technology Company Limited,finmb_10259160,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,1.3333321,1589786552,0.76,0.76,0.74 - 0.76,0.74,1065749400000.0,184000.0,0.75,0.75,0.78,0.0,0.0,HKSE,CNY,0.74,194593.0,180000.0,0.13999999,0.22580643,0.62 - 1.04,-0.27999997,-0.26923075,0.62,1.04,1553871540.0,1553871540.0,1553871540.0,0.002,3.1929016,0.0026666669,PREPRE,0.238028,,0.76,
2309.HK,en-US,US,EQUITY,False,HKD,17710000128.0,0.031,0.13342857,0.01757142,0.13169158,0.15750705,-0.006507054,-0.04131278,2674209792.0,,4.8709674,15,0,False,3,HKG,BIRMINGHAM SPTS,Birmingham Sports Holdings Limited,finmb_10360579,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.004999995,3.4246542,1589787918,0.151,0.155,0.14 - 0.155,0.14,1037064600000.0,5560400.0,0.146,0.15,0.153,0.0,0.0,HKSE,HKD,0.152,2993048.0,5461300.0,0.11299999,2.973684,0.038 - 0.21,-0.059,-0.2809524,0.038,0.21,1551369540.0,1551369540.0,1551369540.0,,,,PREPRE,,,0.151,
2310.HK,en-US,US,EQUITY,False,HKD,728585024.0,0.088,0.16485715,-0.014857143,-0.090121314,0.23092254,-0.08092253,-0.3504315,111473400.0,,1.7045455,15,0,False,3,HKG,FOREBASE INTL,Forebase International Holdings Limited,finmb_8279889,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.0029999912,-1.9607786,1588751817,0.15,0.156,0.13 - 0.156,0.13,1127957400000.0,100000.0,0.153,0.13,0.15,0.0,0.0,HKSE,HKD,0.156,29062.0,16666.0,0.02000001,0.15384625,0.13 - 0.55,-0.4,-0.72727275,0.13,0.55,1553698740.0,1553698740.0,1553698740.0,,,,PREPRE,-0.2368,,0.15,
2312.HK,en-US,US,EQUITY,False,HKD,1927650048.0,0.043,0.13197143,-0.01997143,-0.15133147,0.13159859,-0.019598588,-0.14892703,215896816.0,,2.6046512,15,0,False,3,HKG,CH FIN LEASING,China Financial Leasing Group Limited,finmb_20407916,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589789320,0.112,0.112,0.11 - 0.112,0.11,1127957400000.0,760000.0,0.112,0.112,0.112,0.0,0.0,HKSE,HKD,0.112,12752683.0,6266666.0,0.020000003,0.21739134,0.092 - 0.22,-0.107999995,-0.49090907,0.092,0.22,1553785140.0,1553785140.0,1553785140.0,,,,PREPRE,,,0.112,
2313.HK,en-US,US,EQUITY,False,HKD,0.0,2.114,88.03429,1.815712,0.020625055,100.29859,-10.448593,-0.104174875,135064313856.0,32.320145,42.50236,15,0,False,3,HKG,SHENZHOU INTL,Shenzhou International Group Holdings Limited,finmb_24248461,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.25,0.27901787,1589789320,89.85,90.6,88.15 - 90.6,88.15,1132795800000.0,2530236.0,89.6,89.9,89.9,0.0,0.0,HKSE,CNY,89.05,5315817.0,3283032.0,17.5,0.24187976,72.35 - 118.9,-29.050003,-0.24432299,72.35,118.9,1584975540.0,1584975540.0,1584975540.0,0.209,23.717606,0.0023325894,PREPRE,3.788325,2.78,89.85,
2314.HK,en-US,US,EQUITY,False,HKD,4346639872.0,5.973,4.7037144,-0.3337145,-0.070947014,5.365352,-0.99535227,-0.18551481,18994814976.0,3.7672415,0.7316256,15,0,False,3,HKG,LEE & MAN PAPER,Lee and Man Paper Manufacturing Limited,finmb_5704663,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.049999714,1.1574007,1589789320,4.37,4.43,4.27 - 4.43,4.27,1127957400000.0,2468000.0,4.32,4.36,4.36,0.0,0.0,HKSE,HKD,4.29,5494661.0,4096564.0,0.43999982,0.11195924,3.93 - 6.38,-2.0100002,-0.31504706,3.93,6.38,1583423940.0,1597157940.0,1597680000.0,0.26,5.909398,0.06018518,PREPRE,0.7395,1.16,4.37,
2317.HK,en-US,US,EQUITY,False,HKD,1522739968.0,0.189,0.7285714,0.0014286041,0.0019608291,0.7560563,-0.02605629,-0.034463424,1111600256.0,,3.8624341,15,0,False,3,HKG,VEDAN INT'L,Vedan International (Holdings) Limited,finmb_8332989,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589436421,0.73,0.74,0.72 - 0.74,0.72,1056677400000.0,16000.0,0.73,0.73,0.75,0.0,0.0,HKSE,USD,0.72,64250.0,118666.0,0.08000004,0.12307699,0.65 - 0.81,-0.07999998,-0.09876541,0.65,0.81,1553612340.0,1553612340.0,1553612340.0,0.006,9.19083,0.008219178,PREPRE,0.079427,,0.73,
2318.HK,en-US,US,EQUITY,False,HKD,10832700416.0,4.39,77.494286,-0.29428864,-0.0037975528,86.67429,-9.474297,-0.10930919,1691884322816.0,21.685392,17.58542,15,0,False,3,HKG,PING AN,"Ping An Insurance (Group) Company of China, Ltd.",finmb_33018,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.1499939,0.19467086,1589789320,77.2,77.45,76.6 - 77.45,76.6,1088040600000.0,19141021.0,77.05,77.2,77.25,0.0,0.0,HKSE,CNY,77.2,38508488.0,25954683.0,8.199997,0.11884054,69.0 - 101.0,-23.800003,-0.2356436,69.0,101.0,,,,0.246,8.21436,0.0031927319,PREPRE,9.398175,3.56,77.2,
2319.HK,en-US,US,EQUITY,False,HKD,3935010048.0,0.912,27.761429,0.6385708,0.023002086,29.479225,-1.0792255,-0.036609698,111754280960.0,27.307693,31.14035,15,0,False,3,HKG,MENGNIU DAIRY,China Mengniu Dairy Company Limited,finmb_10732426,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.19999886,0.70921576,1589789320,28.4,28.9,28.25 - 28.9,28.25,1086831000000.0,13553101.0,28.2,28.4,28.5,0.0,0.0,HKSE,CNY,28.55,11124151.0,14968093.0,4.049999,0.1663244,24.35 - 34.6,-6.199999,-0.17919073,24.35,34.6,1585148340.0,1585148340.0,1585148340.0,0.018,24.226748,0.0006382978,PREPRE,1.172258,1.04,28.4,
2320.HK,en-US,US,EQUITY,False,HKD,817644032.0,1.873,0.2817143,-0.01171428,-0.041582126,0.3375352,-0.06753519,-0.2000834,220763904.0,,0.14415377,15,0,False,3,HKG,HOP FUNG GROUP,Hop Fung Group Holdings Limited,finmb_9708334,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.004999995,-1.8181801,1589266858,0.27,0.28,0.28 - 0.28,0.28,1064367000000.0,2000.0,0.275,0.265,0.27,0.0,0.0,HKSE,HKD,0.28,69031.0,333.0,0.01000002,0.038461618,0.26 - 0.45,-0.17999998,-0.39999995,0.26,0.45,1553698740.0,1553698740.0,1553698740.0,0.015,,0.05454545,PREPRE,-0.0098,,0.27,
2322.HK,en-US,US,EQUITY,False,HKD,4120600064.0,0.192,0.8962857,0.033714294,0.037615567,0.68658453,0.24341547,0.35453096,3832158208.0,,4.84375,15,0,False,3,HKG,HK CHAOSHANG GP,Hong Kong ChaoShang Group Limited,finmb_7689788,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.00999999,1.0869554,1589787362,0.93,0.94,0.91 - 0.94,0.91,1127957400000.0,5216000.0,0.92,0.91,0.93,0.0,0.0,HKSE,HKD,0.93,3915984.0,2530666.0,0.595,1.7761195,0.335 - 0.95,-0.01999998,-0.021052612,0.335,0.95,1561474740.0,1561474740.0,1561474740.0,,,,PREPRE,-0.0048,,0.93,
2323.HK,en-US,US,EQUITY,False,HKD,2208000000.0,0.965,0.58185714,0.018142879,0.031180985,0.49383804,0.10616198,0.21497327,1324800000.0,,0.6217617,15,0,False,3,HKG,HKBRIDGE FIN,HKBridge Financial Holdings Limited,finmb_7658665,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.089999974,-13.043474,1589529487,0.6,0.68,0.6 - 0.68,0.6,1024623000000.0,172000.0,0.69,0.52,0.6,0.0,0.0,HKSE,HKD,0.65,4173562.0,45333.0,0.30500004,1.0338985,0.295 - 0.83,-0.22999996,-0.2771084,0.295,0.83,1553871540.0,1553871540.0,1553871540.0,0.1,2.0053477,0.14492753,PREPRE,0.2992,,0.6,
2324.HK,en-US,US,EQUITY,False,HKD,2754880000.0,0.199,0.024600001,0.00039999932,0.016260134,0.026035212,-0.0010352116,-0.039761983,68872000.0,,0.12562814,15,0,False,3,HKG,CAPITAL VC,Capital VC Limited,finmb_8188877,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0020000003,8.695654,1589786682,0.025,0.025,0.024 - 0.025,0.024,1067218200000.0,3256000.0,0.023,0.024,0.026,0.0,0.0,HKSE,HKD,0.025,1806598.0,1488666.0,0.0040000007,0.19047622,0.021 - 0.062,-0.037,-0.5967742,0.021,0.062,,,,,,,PREPRE,-0.0666,,0.025,
2326.HK,en-US,US,EQUITY,False,HKD,21084100608.0,0.023,0.0124285715,-0.00042857137,-0.034482755,0.016478874,-0.0044788737,-0.2717949,253009216.0,,0.5217391,15,0,False,3,HKG,NPE HOLDINGS,New Provenance Everlasting Holdings Limited,finmb_8069466,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0010000002,9.090911,1589529564,0.012,0.012,0.01 - 0.012,0.01,1046655000000.0,1160000.0,0.011,0.01,0.012,0.0,0.0,HKSE,HKD,0.011,3510312.0,2511666.0,0.0020000003,0.20000003,0.01 - 0.035,-0.023,-0.6571429,0.01,0.035,1560524340.0,1560524340.0,1560524340.0,0.001,,0.09090909,PREPRE,-0.00334,,0.012,
2327.HK,en-US,US,EQUITY,False,HKD,4271749888.0,0.295,0.31271428,-0.0077142715,-0.024668753,0.39260563,-0.087605625,-0.22313899,1302883712.0,,1.0338984,15,0,False,3,HKG,MEILLEUREHEALTH,Meilleure Health International Industry Group Limited,finmb_10930285,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.014999986,-4.6874957,1589789320,0.305,0.32,0.305 - 0.32,0.305,1066095000000.0,3870000.0,0.32,0.305,0.31,0.0,0.0,HKSE,HKD,0.315,4524937.0,2783000.0,0.04000002,0.15094349,0.265 - 0.84,-0.53499997,-0.6369047,0.265,0.84,1554044340.0,1554044340.0,1554044340.0,0.0,,0.0,PREPRE,-0.0048,,0.305,
2328.HK,en-US,US,EQUITY,False,HKD,6899290112.0,0.943,7.260286,-0.25028563,-0.034473248,8.5071125,-1.4971123,-0.1759836,155922022400.0,4.300614,7.4337225,15,0,False,3,HKG,PICC P&C,PICC Property and Casualty Company Limited,finmb_7320497,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.06000042,0.8633154,1589789320,7.01,7.01,6.88 - 7.01,6.88,1068082200000.0,18771444.0,6.95,7.02,7.02,0.0,0.0,HKSE,CNY,6.91,30639770.0,28497157.0,1.0800004,0.18212487,5.93 - 10.26,-3.25,-0.31676412,5.93,10.26,1588172340.0,1588172340.0,1588172340.0,0.034,5.7444425,0.0048920866,PREPRE,1.22031,1.63,7.01,
2329.HK,en-US,US,EQUITY,False,HKD,4444420096.0,0.381,1.3142858,-0.13428581,-0.102173984,1.4787323,-0.2987324,-0.20201924,5244415488.0,,3.0971127,15,0,False,3,HKG,GUORUI PPT,Guorui Properties Limited,finmb_266609880,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.07000005,-5.600004,1589789320,1.18,1.27,1.18 - 1.27,1.18,1404696600000.0,3545000.0,1.25,1.18,1.2,0.0,0.0,HKSE,CNY,1.27,3160750.0,3364833.0,0.049999952,0.044247746,1.13 - 1.91,-0.73,-0.38219896,1.13,1.91,,,,0.01,3.0013225,0.007999999,PREPRE,0.39316,,1.18,
2330.HK,en-US,US,EQUITY,False,HKD,1824690048.0,0.053,0.07408571,-0.0060857087,-0.08214416,0.10043662,-0.032436617,-0.3229561,124078928.0,,1.283019,15,0,False,3,HKG,CHINA UPTOWN,China Uptown Group Company Limited,finmb_7658661,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589768889,0.068,0.068,0.068 - 0.068,0.068,981595800000.0,104000.0,0.068,0.062,0.068,0.0,0.0,HKSE,CNY,0.068,87500.0,29333.0,0.0050000027,0.07936512,0.063 - 0.28,-0.212,-0.75714284,0.063,0.28,1553698740.0,1553698740.0,1553698740.0,,1.495097,,PREPRE,0.045482,,0.068,
2331.HK,en-US,US,EQUITY,False,HKD,2467170048.0,0.378,23.964285,2.2357159,0.09329366,23.829084,2.3709164,0.099496745,64639856640.0,59.545456,69.31217,15,0,False,3,HKG,LI NING,Li Ning Company Limited,finmb_10877491,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.14999962,-0.5692585,1589789320,26.2,27.0,25.75 - 27.0,25.75,1088386200000.0,8664602.0,26.35,26.2,26.2,0.0,0.0,HKSE,CNY,26.2,20524156.0,11383693.0,13.800001,1.1129034,12.4 - 27.7,-1.5,-0.054151624,12.4,27.7,1585234740.0,1597157940.0,1597680000.0,,37.85143,,PREPRE,0.69218,0.44,26.2,
2333.HK,en-US,US,EQUITY,False,HKD,3099539968.0,0.854,5.0545716,0.1254282,0.024814803,5.5585914,-0.37859154,-0.06810926,70224216064.0,4.07874,6.0655737,15,0,False,3,HKG,GREATWALL MOTOR,Great Wall Motor Company Limited,finmb_8985578,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.010000229,-0.19268264,1589789320,5.18,5.23,5.09 - 5.23,5.09,1071451800000.0,18527838.0,5.19,5.18,5.2,0.0,0.0,HKSE,CNY,5.1,26522043.0,24194298.0,1.3299999,0.34545454,3.85 - 6.95,-1.77,-0.25467625,3.85,6.95,,,,0.026,9.459891,0.005009634,PREPRE,0.547575,1.27,5.18,
2336.HK,en-US,US,EQUITY,False,HKD,1815910016.0,0.242,0.2646,-0.02960001,-0.111867,0.3035634,-0.06856339,-0.22586185,426738848.0,,0.9710744,15,0,False,3,HKG,HAILIANG INTL,Hailiang International Holdings Limited,finmb_7655415,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.015000001,-6.0,1589789320,0.235,0.25,0.231 - 0.25,0.231,1046655000000.0,200000.0,0.25,0.235,0.25,0.0,0.0,HKSE,HKD,0.24,99325.0,65000.0,0.0059999973,0.02620086,0.229 - 0.5,-0.265,-0.53,0.229,0.5,1553785140.0,1553785140.0,1553785140.0,,71.21212,,PREPRE,0.0033,,0.235,
2337.HK,en-US,US,EQUITY,False,HKD,234502000.0,0.14,5.402,0.35800028,0.066271804,5.760352,-0.00035190582,-6.109103e-05,1350731520.0,,41.14286,15,0,False,3,HKG,UNITED STRENGTH,United Strength Power Holdings Limited,finmb_538630967,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.10000038,1.7667912,1589787581,5.76,5.76,5.65 - 5.76,5.65,1508117400000.0,217000.0,5.66,5.65,5.77,0.0,0.0,HKSE,CNY,5.7,233984.0,224666.0,1.2000003,0.26315796,4.56 - 7.59,-1.8299999,-0.2411067,4.56,7.59,1552316340.0,1552316340.0,1552316340.0,0.006,,0.0010600707,PREPRE,,,5.76,
2338.HK,en-US,US,EQUITY,False,HKD,1943040000.0,0.71,13.84,0.5199995,0.037572216,14.39338,-0.03338051,-0.002319157,118059589632.0,17.728395,20.225351,15,0,False,3,HKG,WEICHAI POWER,"Weichai Power Co., Ltd.",finmb_9283092,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.019999504,0.13946655,1589789320,14.36,14.54,14.26 - 14.54,14.26,1078968600000.0,7536013.0,14.34,14.34,14.36,0.0,0.0,HKSE,CNY,14.3,13902301.0,9787483.0,3.7999992,0.3598484,10.56 - 17.48,-3.12,-0.1784897,10.56,17.48,,,,0.065,11.17401,0.0045327754,PREPRE,1.285125,0.81,14.36,
2339.HK,en-US,US,EQUITY,False,HKD,574339008.0,1.677,0.37657142,-0.006571412,-0.01745064,0.44133803,-0.07133803,-0.16164033,212505440.0,,0.22063208,15,0,False,3,HKG,BWI INT'L,BeijingWest Industries International Limited,finmb_9682092,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.004999995,-1.3333321,1589773939,0.37,0.37,0.37 - 0.37,0.37,1065749400000.0,12160.0,0.375,0.35,0.375,0.0,0.0,HKSE,HKD,0.37,518193.0,348346.0,0.060000002,0.1935484,0.31 - 0.81,-0.44,-0.54320985,0.31,0.81,1553871540.0,1553871540.0,1553871540.0,0.02,43.52941,0.05333333,PREPRE,0.0085,,0.37,
2340.HK,en-US,US,EQUITY,False,HKD,424849984.0,0.289,0.34657142,0.03342858,0.0964551,0.34637323,0.033626765,0.09708246,161442992.0,,1.3148788,15,0,False,3,HKG,SYNERGIS HOLD,Synergis Holdings Limited,finmb_11421839,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.004999995,-1.2987001,1589788746,0.38,0.38,0.35 - 0.38,0.35,946949400000.0,150230.0,0.385,0.36,0.38,0.0,0.0,HKSE,HKD,0.35,164015.0,155410.0,0.125,0.49019608,0.255 - 0.62,-0.24000001,-0.3870968,0.255,0.62,1553612340.0,1553612340.0,1553612340.0,0.0,4.318182,0.0,PREPRE,0.088,,0.38,
2341.HK,en-US,US,EQUITY,False,HKD,775059008.0,0.392,1.2011429,-0.0011428595,-0.0009514767,1.3549296,-0.15492952,-0.11434507,930070848.0,3.6363637,3.0612247,15,0,False,3,HKG,ECOGREEN,EcoGreen International Group Limited,finmb_9735902,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.0,0.0,1589771707,1.2,1.21,1.2 - 1.21,1.2,1078795800000.0,64000.0,1.2,1.19,1.2,0.0,0.0,HKSE,CNY,1.21,162334.0,55000.0,0.060000062,0.052631635,1.14 - 1.73,-0.53,-0.30635837,1.14,1.73,1553698740.0,1553698740.0,1553698740.0,0.006,3.6192327,0.005,PREPRE,0.331562,0.33,1.2,
2342.HK,en-US,US,EQUITY,False,HKD,2720179968.0,1.402,3.251143,0.14885712,0.045786086,2.7077465,0.6922536,0.25565672,9248612352.0,,2.4251072,15,0,False,3,HKG,COMBA,Comba Telecom Systems Holdings Limited,finmb_8188919,Asia/Hong_Kong,HKT,28800000,hk_market,False,0.22000003,6.9182396,1589789320,3.4,3.45,3.22 - 3.45,3.22,1058319000000.0,104840425.0,3.18,3.39,3.4,0.0,0.0,HKSE,HKD,3.25,55645575.0,33460980.0,1.95,1.3448275,1.45 - 3.83,-0.42999983,-0.112271495,1.45,3.83,1553180340.0,1553180340.0,1553180340.0,0.022,55.016182,0.006918239,PREPRE,0.0618,,3.4,
2343.HK,en-US,US,EQUITY,False,HKD,4788870144.0,0.271,0.9677143,-0.077714324,-0.080307096,1.3385916,-0.4485916,-0.33512208,4262094336.0,29.666666,3.2841327,15,0,False,3,HKG,PACIFIC BASIN,Pacific Basin Shipping Limited,finmb_3736362,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.02000004,-2.1978066,1589789320,0.89,0.91,0.89 - 0.91,0.89,1089768600000.0,1599000.0,0.91,0.89,0.9,0.0,0.0,HKSE,USD,0.91,16503461.0,15690435.0,0.050000012,0.059523825,0.84 - 1.87,-0.98,-0.5240642,0.84,1.87,1596121140.0,1596121140.0,1596121140.0,0.003,20.780796,0.0032967033,PREPRE,0.042828,0.03,0.89,
2345.HK,en-US,US,EQUITY,False,HKD,911651968.0,0.398,0.58771425,-0.0077142715,-0.013125888,0.71140844,-0.13140845,-0.18471591,1001045184.0,,1.4572864,15,0,False,3,HKG,SHANGHAI PRIME,Shanghai Prime Machinery Company Limited,finmb_26669754,Asia/Hong_Kong,HKT,28800000,hk_market,False,-0.00999999,-1.6949137,1589789320,0.58,0.58,0.56 - 0.58,0.56,1146101400000.0,992000.0,0.59,0.57,0.58,0.0,0.0,HKSE,CNY,0.57,1093000.0,1941666.0,0.06999999,0.1372549,0.51 - 1.06,-0.47999996,-0.45283017,0.51,1.06,1552661940.0,1552661940.0,1552661940.0,0.006,6.9387116,0.010169492,PREPRE,0.083589,,0.58,
